content,score,sentiment,clean
"aplikasi sudah bagus dan mudah di gunakan,tapi ada beberapa hal yang harus di perbaiki yaitu terkadang sering ngeleg dan tidak mau di pencet. aku tidak tahu ini dari aplikasi atau dari handphone saya... tapi selain itu sudah bagus dan juga saya sangat suka aplikasi ini karena tidak terlalu berat di timbang aplikasi sebelah yang sangat berat... terimakasih (⁠・⁠∀⁠・⁠)",5,positif,aplikasi sudah bagus dan mudah di gunakantapi ada beberapa hal yang harus di perbaiki yaitu terkadang sering ngeleg dan tidak mau di pencet aku tidak tahu ini dari aplikasi atau dari handphone saya tapi selain itu sudah bagus dan juga saya sangat suka aplikasi ini karena tidak terlalu berat di timbang aplikasi sebelah yang sangat berat terimakasih 
enak bertransaksi,5,positif,enak bertransaksi
good,5,positif,good
mantap bos ku,5,positif,mantap bos ku
benahi lagi,5,positif,benahi lagi
"tgl. 1 pebruari 2026 akun saya kena penipuan. ada yg beli pulsa 2 transaksi via tokopedia senilai masing2 1 juta, padahal saya tdk beli pulsa, lucunya koq berhasil. akun gopay later saya dibobol orang jahat. Saya langsung lapor ke layanan tokopedia, dijawab oleh tokopedia sistem keamanan gojek, saya kontak gojek, gojek jawab transaksi ada di tokopedia. Pesan saya tolonglah tokopedia lebih cermat dalam investigasi, saya yakin orang programer bisa menemukan hal. janggal dlm transaksi digital.",4,positif,tgl pebruari akun saya kena penipuan ada yg beli pulsa transaksi via tokopedia senilai masing juta padahal saya tdk beli pulsa lucunya koq berhasil akun gopay later saya dibobol orang jahat saya langsung lapor ke layanan tokopedia dijawab oleh tokopedia sistem keamanan gojek saya kontak gojek gojek jawab transaksi ada di tokopedia pesan saya tolonglah tokopedia lebih cermat dalam investigasi saya yakin orang programer bisa menemukan hal janggal dlm transaksi digital
"udah gak bisa lihat ulasan sebelumnya, punya orang lain, tolong diperbaiki lagi",1,negatif,udah gak bisa lihat ulasan sebelumnya punya orang lain tolong diperbaiki lagi
parah sekarang,1,negatif,parah sekarang
"kocak, nunggu barang udh seminggu sekali terus di retur terus. 2x kaya gitu. Tokopedia tolol",1,negatif,kocak nunggu barang udh seminggu sekali terus di retur terus x kaya gitu tokopedia tolol
"saya belanja di toped sangat memuaskan , jika ada komplen gercep responya toped",5,positif,saya belanja di toped sangat memuaskan jika ada komplen gercep responya toped
"mana hadiah nya ada promo 800ribu, hadiah setelah belanja 2 item saya🥴 promo nya jebakan atau gimana boss",1,negatif,mana hadiah nya ada promo ribu hadiah setelah belanja item saya promo nya jebakan atau gimana boss
data tidak aman,1,negatif,data tidak aman
mantap udah diperbarui terimakasih,5,positif,mantap udah diperbarui terimakasih
"maps tidak bisa dititik ke alamat rumah, sehingga driver sering nyasar, malah kelempar ke RW sebalah",1,negatif,maps tidak bisa dititik ke alamat rumah sehingga driver sering nyasar malah kelempar ke rw sebalah
"selalu dapat harga promo,terimakasih",5,positif,selalu dapat harga promoterimakasih
bagus,5,positif,bagus
marketplace paling oke dah... semua bisa transaksi di sini,5,positif,marketplace paling oke dah semua bisa transaksi di sini
"Apk tokped jadi dongo bgt sekarang, mau chat penjual lewat daftar transaksi susah malah loading terus. dan suka force close. mending sebelah",1,negatif,apk tokped jadi dongo bgt sekarang mau chat penjual lewat daftar transaksi susah malah loading terus dan suka force close mending sebelah
Mantappp,5,positif,mantappp
maNtuL,5,positif,mantul
"2026 masih awal, buka aplikasi minta update mulu,seminggu buka 3 x minta update semua, bapuk banget aplikasi model gini,",1,negatif, masih awal buka aplikasi minta update muluseminggu buka x minta update semua bapuk banget aplikasi model gini
udah bayar ga ada update,1,negatif,udah bayar ga ada update
Gratis ongkir nya gak nempel,1,negatif,gratis ongkir nya gak nempel
"males beli di tokped itu. Seller bnyk yg slow respon, then ongkir mahal². Mending Shoopee aja lah",1,negatif,males beli di tokped itu seller bnyk yg slow respon then ongkir mahal mending shoopee aja lah
"banyak toko nipunya, terus di back up sama tokped",1,negatif,banyak toko nipunya terus di back up sama tokped
lemot ah toped lag lag terus perbaiki lah,3,netral,lemot ah toped lag lag terus perbaiki lah
"pencari barang jelek banget, kayak jaman zadul alias kurang userfriendly. kalau di tiktok sudah modern tapi harga di pencarian beda banget waktu akan dipesan. jadi terpaksa beli dexh",1,negatif,pencari barang jelek banget kayak jaman zadul alias kurang userfriendly kalau di tiktok sudah modern tapi harga di pencarian beda banget waktu akan dipesan jadi terpaksa beli dexh
TDK sesuai dgn apa yg di unggulkan saya beli barang 2 kali dah dibayar proses sangat lambat,1,negatif,tdk sesuai dgn apa yg di unggulkan saya beli barang kali dah dibayar proses sangat lambat
ok,5,positif,ok
Bagusssa,5,positif,bagusssa
👍🙏,5,positif,
dola tumbal ikan 🇨🇳🇯🇵🌾🦈🦈,4,positif,dola tumbal ikan 
aplikasi terkadang lambat,4,positif,aplikasi terkadang lambat
"kenapa tidak bsa pembayaran lewat dana atau via yg lain?, apa hrus pke gopay doang?.",1,negatif,kenapa tidak bsa pembayaran lewat dana atau via yg lain apa hrus pke gopay doang
nice app,5,positif,nice app
keren,5,positif,keren
"masa belanja barangnya ga dikirim sih oleh penjual, terus duit refunnya kmna aku mau pakai lagi kok nggk ada, sy cek di virtual accauntny pun ga tertera, trs duit sy dikirim lewat mana coba, mknya kasih dompet digital di dlm aplikasinya dong seperti lazada noh bagus jelas duitnya balik nggk ribet. dipermudah dong jgn ribet. 👎👎👎",1,negatif,masa belanja barangnya ga dikirim sih oleh penjual terus duit refunnya kmna aku mau pakai lagi kok nggk ada sy cek di virtual accauntny pun ga tertera trs duit sy dikirim lewat mana coba mknya kasih dompet digital di dlm aplikasinya dong seperti lazada noh bagus jelas duitnya balik nggk ribet dipermudah dong jgn ribet 
"sudah 3 Minggu tidak mendapat kupon gratis ongkir, sampai sekarang kupon gratis ongkir saya kosong 😓",2,negatif,sudah minggu tidak mendapat kupon gratis ongkir sampai sekarang kupon gratis ongkir saya kosong 
mempermudah qta dalam berbelanja,5,positif,mempermudah qta dalam berbelanja
bagus mudah hemat,5,positif,bagus mudah hemat
jika ga dapat bonus 250 rb saya piralkan,5,positif,jika ga dapat bonus rb saya piralkan
puas keren aplikasi ini,5,positif,puas keren aplikasi ini
jelek,1,negatif,jelek
buat toko pedia jgn menerima toko yg curang ingin maju lagi saya belanja sensor TVS barang TDK sampai uang ga kembali lagi ke saya tolong di perbaiki lagi sistemnya,2,negatif,buat toko pedia jgn menerima toko yg curang ingin maju lagi saya belanja sensor tvs barang tdk sampai uang ga kembali lagi ke saya tolong di perbaiki lagi sistemnya
jangan.di.buat.ribet.aplikasinya.di.per.mudah.jd.orang.enak.mudah.mendwonludnyamk,2,negatif,jangandibuatribetaplikasinyadipermudahjdorangenakmudahmendwonludnyamk
"Trimakasih Tokopedia pembayaran lbih mudah dan aman,smga byak promo ...",5,positif,trimakasih tokopedia pembayaran lbih mudah dan amansmga byak promo 
masa iya makin kesini tiktok koin bisa kepake dikit amat meskipun belanja jutaan. jadi ga guna koin,1,negatif,masa iya makin kesini tiktok koin bisa kepake dikit amat meskipun belanja jutaan jadi ga guna koin
"ternyata gratis ongkir itu mengada Ngada alias GK ada , hoax dan bersyarat, ongkir mahal & Rentan pembocoran data pribadi & Dijual ke Pihak lain serta mudah dimanipulasi oleh pihak jasa pengiriman , jgn bayar via elektronik , rentan barang diganti oleh pihak J&T sebaiknya COD saja ,",1,negatif,ternyata gratis ongkir itu mengada ngada alias gk ada hoax dan bersyarat ongkir mahal rentan pembocoran data pribadi dijual ke pihak lain serta mudah dimanipulasi oleh pihak jasa pengiriman jgn bayar via elektronik rentan barang diganti oleh pihak jt sebaiknya cod saja 
ok yes,5,positif,ok yes
ulasan pembeli susah di buka?!,4,positif,ulasan pembeli susah di buka
mantab dan mudah sekali pembayaran nya,5,positif,mantab dan mudah sekali pembayaran nya
sangat bagus,5,positif,sangat bagus
mantap,5,positif,mantap
iklan lu kek tae,1,negatif,iklan lu kek tae
sangat puas,5,positif,sangat puas
baru coba,1,negatif,baru coba
"kebijakan tiap bulan makin zonk, voucher nya, cashback nya, coin nya, seenak jidat ubah ubah, bikin event seolah menarik, buyer tertarik belanja, event nya ngilang gitu aja, ppk",1,negatif,kebijakan tiap bulan makin zonk voucher nya cashback nya coin nya seenak jidat ubah ubah bikin event seolah menarik buyer tertarik belanja event nya ngilang gitu aja ppk
"👉ajhieb bin marqothob,..",5,positif,ajhieb bin marqothob
"promonya scam ya, tiap mau transaksi pake promo selalu transaksi tidak berhasil. giliran gapake promo malah berhasil..",1,negatif,promonya scam ya tiap mau transaksi pake promo selalu transaksi tidak berhasil giliran gapake promo malah berhasil
"buruk sekarang. lemotnya bukan main, percuma itu setiap transaksi ada biaya layanan. tapi tidak di gunakan utk mengembangkan cloud",3,netral,buruk sekarang lemotnya bukan main percuma itu setiap transaksi ada biaya layanan tapi tidak di gunakan utk mengembangkan cloud
pengirman mahal2 estimasi reguler apk parah lah ini...,1,negatif,pengirman mahal estimasi reguler apk parah lah ini
bagus,4,positif,bagus
oke mntp,5,positif,oke mntp
sangat bagus dan amanah,4,positif,sangat bagus dan amanah
mantab,5,positif,mantab
mantap,5,positif,mantap
"ini Tokopedia knp stiap saya beli pulsa slalu gagal, ada ap dengan tokped",1,negatif,ini tokopedia knp stiap saya beli pulsa slalu gagal ada ap dengan tokped
"kecewa anjayyy, disuruh verfikasi terlebih dahulu agar bisa melihat produk liquid dan pods. habis verfikasi malah cuman beberapa hari bisanya, lain kali kalau memang tidak bisa melihat produk itu di hp buatkan fitur dong untuk tidak usah menampilkan perintah verifikasi aja sekalian dari pada kayak seperti ini",1,negatif,kecewa anjayyy disuruh verfikasi terlebih dahulu agar bisa melihat produk liquid dan pods habis verfikasi malah cuman beberapa hari bisanya lain kali kalau memang tidak bisa melihat produk itu di hp buatkan fitur dong untuk tidak usah menampilkan perintah verifikasi aja sekalian dari pada kayak seperti ini
tampilan list barang saat browsing sering hilang sendiri,1,negatif,tampilan list barang saat browsing sering hilang sendiri
ga dapet gratis ongkir,1,negatif,ga dapet gratis ongkir
Jelek ndak ada gratis ongkirnya,1,negatif,jelek ndak ada gratis ongkirnya
"selamat malam Kak, boleh tolong Cara bayar Gopayleter di Tokopedia yg tidak muncul gimana yah.... Kenapa hilang kalau mau bayar di akhir bulan",1,negatif,selamat malam kak boleh tolong cara bayar gopayleter di tokopedia yg tidak muncul gimana yah kenapa hilang kalau mau bayar di akhir bulan
"tidak mau pengambilan dana kalau barang tidak sampai, nggak kaya shopee langsung acc pengembalian dananya",1,negatif,tidak mau pengambilan dana kalau barang tidak sampai nggak kaya shopee langsung acc pengembalian dananya
"itu pengiriman JNE Hapus aja kalo bisa lelet banget ngirimnya, udah berapa hari sekalinya lagi di anter dari pagi jam 8 sampe jam 8 malem juga blom sampe sampe heran Ama kurirnya, pake sepeda kali ya nganternya",1,negatif,itu pengiriman jne hapus aja kalo bisa lelet banget ngirimnya udah berapa hari sekalinya lagi di anter dari pagi jam sampe jam malem juga blom sampe sampe heran ama kurirnya pake sepeda kali ya nganternya
harganya paling murah dibandingkan online shop lainnya 👍👍👍,5,positif,harganya paling murah dibandingkan online shop lainnya 
BARANG MURAH IN CI KALU BUAT SY ONGKOS MURAH IN KALU BUAT SY SEDANG MISKIN,5,positif,barang murah in ci kalu buat sy ongkos murah in kalu buat sy sedang miskin
transaksi cepat,5,positif,transaksi cepat
mudah dan cepat,5,positif,mudah dan cepat
"Makin kesini,seller"" nya makin slow respon,pengiriman lama dll",1,negatif,makin kesiniseller nya makin slow responpengiriman lama dll
"Tolong boikot jasa pengiriman JNE karena sangat busuk sekali, nanti di tambah bintangnya",1,negatif,tolong boikot jasa pengiriman jne karena sangat busuk sekali nanti di tambah bintangnya
Bagus👍,5,positif,bagus
", 😚🤨😋🤨🤨🤨🤨🤨🤨😋🤨🤨🤨😋😌😋🤨🤨🤨🤨🤨🤨😋😋😋🤨😌😌😌😋😋😋😋😋😋😋😋😋😋😋😋😋😋😋😋😋😋😌😋🤨🤨🤨🤨🤨🤨",4,positif, 
"aplikasi sampah, data gw terjual di internet gara² ini tokped, jan di donwload lagi bagi orang² yang mau datanya aman.",1,negatif,aplikasi sampah data gw terjual di internet gara ini tokped jan di donwload lagi bagi orang yang mau datanya aman
ongkirnya ga ngotak,1,negatif,ongkirnya ga ngotak
ongkirnya mahal,1,negatif,ongkirnya mahal
"iklan lu di Webtoon busuk bgt, selalu tiba² kebuka sendiri aplikasi lu",1,negatif,iklan lu di webtoon busuk bgt selalu tiba kebuka sendiri aplikasi lu
buruk,1,negatif,buruk
jelek ga dikasih gratis ongkirnya,1,negatif,jelek ga dikasih gratis ongkirnya
good,5,positif,good
"promo ga beres, pengiriman juga ga beres",1,negatif,promo ga beres pengiriman juga ga beres
sya pesan hp samsung s ultra sesuai gmbr tkt nya tdk sesuai barang nya jg gmbr poating hrga tdk sesuai jg rugi,1,negatif,sya pesan hp samsung s ultra sesuai gmbr tkt nya tdk sesuai barang nya jg gmbr poating hrga tdk sesuai jg rugi
pelit bebas ongkir,1,negatif,pelit bebas ongkir
promo tidak berlaku aplikasi rusak,1,negatif,promo tidak berlaku aplikasi rusak
kenapa gabisa kirim video di chat? fitur ini sangat dibutuhkan untuk bukti unboxing ke penjual karena beberapa penjual gamau lihat pengajuan komplain. tolong dibuat fitur kirim video di chat.,3,netral,kenapa gabisa kirim video di chat fitur ini sangat dibutuhkan untuk bukti unboxing ke penjual karena beberapa penjual gamau lihat pengajuan komplain tolong dibuat fitur kirim video di chat
apaan coba transaksi batal Dana tidak dikembalikan sekali dikembalikan cuma nominal transaksi diskonnya padahal adminnya juga lumayan kenapa gak dikembalikan sekalian #cariuntungsendiri,2,negatif,apaan coba transaksi batal dana tidak dikembalikan sekali dikembalikan cuma nominal transaksi diskonnya padahal adminnya juga lumayan kenapa gak dikembalikan sekalian cariuntungsendiri
masak pengguna baru tidak ada diskonnya sama sekali ongkir juga mahal2,1,negatif,masak pengguna baru tidak ada diskonnya sama sekali ongkir juga mahal
terbaik,5,positif,terbaik
ok,5,positif,ok
percaya banget sama tokopedia,5,positif,percaya banget sama tokopedia
"Baru pertama kali buat akun Tokopedia dan aku langsung coba mau co barang tapi ketika mau bayar sekarang tidak bisa dengan alasan promo tidak berlaku padahal promo itu untuk pembelian pertama, aku coba hilangkan centang promonya dan harganya langsung berubah drastis dan aku buka aplikasi shoppe untuk membandingkan harga produk tersebut ternyata produk di shoppe jauh lebih murah di bandingkan Tokopedia, baru pertama kali mau pakai aplikasi Tokopedia langsung kecewa",1,negatif,baru pertama kali buat akun tokopedia dan aku langsung coba mau co barang tapi ketika mau bayar sekarang tidak bisa dengan alasan promo tidak berlaku padahal promo itu untuk pembelian pertama aku coba hilangkan centang promonya dan harganya langsung berubah drastis dan aku buka aplikasi shoppe untuk membandingkan harga produk tersebut ternyata produk di shoppe jauh lebih murah di bandingkan tokopedia baru pertama kali mau pakai aplikasi tokopedia langsung kecewa
sudah agak lebih baik,4,positif,sudah agak lebih baik
suka,5,positif,suka
mntap,5,positif,mntap
promo tidak berlaku? trus kenapa ada promonya? mau nipu harga? gila bener,1,negatif,promo tidak berlaku trus kenapa ada promonya mau nipu harga gila bener
gak usah kerja sama ama jnt,1,negatif,gak usah kerja sama ama jnt
maaf bintang 1 aja soalnya saya download apk ini masa pas saya mainan game tiba tiba iklan nya ginian terus dan juga saya gak mencetin apa² malah masuk sendiri iklan nya emang GR banget,1,negatif,maaf bintang aja soalnya saya download apk ini masa pas saya mainan game tiba tiba iklan nya ginian terus dan juga saya gak mencetin apa malah masuk sendiri iklan nya emang gr banget
aplikasi yg bagus buat beli barang barang hobi,5,positif,aplikasi yg bagus buat beli barang barang hobi
saya termasuk yg puas dengan layanan Tokopedia. tapi sudah sebulan lebih saya tidak bisa melihat fitur toko favorit. cek saldo Tokopedia juga ga bisa. selalu saja ada gangguan dari Tokopedia. padahal lihat fitur yg lain oke aja. jaringan internet juga gacor. tolong diperbaiki lagi. masa mo lihat saldo ga bisa.,3,netral,saya termasuk yg puas dengan layanan tokopedia tapi sudah sebulan lebih saya tidak bisa melihat fitur toko favorit cek saldo tokopedia juga ga bisa selalu saja ada gangguan dari tokopedia padahal lihat fitur yg lain oke aja jaringan internet juga gacor tolong diperbaiki lagi masa mo lihat saldo ga bisa
