content,score
apk lemot sangat jaringan internet 5G,3
baguus,5
ongkirnya mahal banget padahal barang nya murah ongkir nya gede,2
tolong perbaiki kenapa kok gak bisa bayar ke alfamart lagi,5
"skrng dikit"" deteksi planggaran padahal g ngapa""in tiba"" akun krblokir🤐",1
banyak iklan,1
"udah langganan plus beberapa bulan ini, terus tadi pagi abis transaksi eh siangnya vc plus gabisa diklaim dan tidak muncul. chat cs pun tidak membantu apa apa csnya, malah main ghosting costumer seenak jidat.",1
byk gangguan,1
SUKSES SELALU 🤝,5
serbah mahal semua,1
Amanah dan terpercaya,5
"minimal, kalo pesanan tidak di proses, uang yang di refund itu utuh.",1
sekarng sdh tidak ada lagi gratis ongkir apa???,2
barang sesuai dgn harga & pengiriman cepat,5
mntap,5
toped harus berani tampil beda dan lbh memanjakan konsumen sy berlangganan terkadang batal krn ongkirnya lumayan mahal dari toko lain.krmn sy ada blanja cod. tiba 2 dlm perjalanan dibatalkan penjual. harusnya hal itu tdk terjadi.selain ini TOpEd sdh bagus.,5
toko pedia emang paling pas untuk berbelanja online gas Ken cek out gas,5
apk kon,1
bagus,5
banyak iklan,1
respon cepat,5
susah mendapatkan promo,1
ok,5
sangat senang belanja di sini,5
"Gak bisa lagi COD, padahal biasanya bisa. Saya gak pernah retur barang tapi COD dihilangkan di aplikasi Saya. Harga promo juga menipu, begitu diklik langsung berubah ke harga aslinya yg lebih mahal. Mending belanja ke si oren yg gak banyak drama.",1
kenapa pengembalian saldo refund ke rekening BCA sy hrus di proses review dlu WOI. ITU UANG BAPAK SAYA YG SKARANG HRUS BELI OBAT.GA KOMPETEN KATANYA NUNGGU HANYA 1 HARI KERJA DI JAM PENARIKAN DI HARI SEBELUMNYA,1
bagus,5
good,5
"tolong untuk jasa pengiriman diperbaiki lagi, dikarenakan saya belum menerima paket saya dan paketnya diretur langsung ke penjual oleh jasa pengiriman",1
bagus,5
"kerren dan banyak membantu, sukses dan jaya selalu",5
"knpa penipuan dibebaskan untuk masuk ke Tokopedia seolah' menjual produk, uang sudah ditf malah ngga dikembalikan dan membobol dana",1
Gajelas pol. kalo ga niat dipake aplikasinya mah gausah dibikin. kalian mah kalo mau belanja jangan pake aplikasi ini,1
"aplikasi ga jelas. pesen, udah beberapa hari tiba-tiba dibatalkan pesanannya. GIMMICK DOANG PROMONYA",1
bagus,5
mantap lancar,5
"algoritmanya aneh banget, masa klo ada direkomendasiin produk yg gw ga suka terus gw kasih feedback ""tidak ingin lihat produk serupa"", malah makin sering nongol tuh barang",1
"aplikasi tidak masuk akal hanya berpihak ke Indonesia bagian barat.... langsung sy uninstall ini aplikasi....masa pengiriman ke Papua barang ringan dan kecil ongkir nya sampai jutaan,..",1
ketika komplain masalah malah di end chat masalah blom selsai dan akun tiba tiba di baned gak bisa login lagi lucu nya apk hijau ini,1
Sesuai pesanan dan yepat waktu,5
lebih mudah dan efisien,5
mudah,5
lancar,5
setelah di update setiap kali buat beli pulsa di Tokopedia gagal terus,1
semoga penjual2 nya amanah yah aamiin yra,5
Akun saya di bobol penipu. sudah langsung lapor tapi penangannya lambat sehingga dana tidak bisa di selamatkan.,1
woy ganti ikon app males gua liatnya,1
"apsi gjls bgt masa nungguin lama"" malah di retur gjls bgt mana pengiriman nya sampe 12hari yg bnr aja si",1
ok,5
👍👍👍👍,5
ngeleg banyak bag diskon suka ghoib,1
min jangan pakek diskon atau promo ini itulah..ngakunya diskon ga tau nya harga barangnya di naikin dr harga normal..,1
sial iklan mengganggu,1
menunjang,5
bagus semoga acc paylaternya,5
udah kedua kalinya beli di apk tokped barang tidak sesuai diskripsi dan di refunt tidak bisa,1
aplikasi Tokopedia Tolong Di perbaiki lagi Aku mau beli dengan metode COD Tidak bisa... saat aku buat pesanan ada tulisan oops ada gangguan 😭😭😭,3
"Bagus Sekali, sangat membantu kebutuhan peribadi.",5
"Kapan ya pencarian barang bisa pakai foto, seperti kompetitor sebelah",5
belanja mudah dan murah berkualitas,5
jelek iklan Mulu,1
puasssss,5
mantab,5
keren👍🏻,5
Kenapa banyak toko airsoft pada di tutup...,5
aplikasi jelek,1
iklan spam,1
"murah2 banyak promo nya, belanja simpel pakai tokped👍",5
cukup baik,4
sangat menganggu iklan sering muncul,1
jelek bgt,1
hebat,5
Jelek,1
sama harga ga konsisten,1
"aplikasi ga konsisten, dapat diskon dipakai ga bisa malah hilang",1
"ongkir mahal,gak pernah dapat gratis ongkir, dan kenapa pengiriman selalu make JNE lemotnya minta ampun, gak ada opsi jasa kirim lain",3
"pelayanan toh itu penjual, kurir dll, kurang responsif, kurang sigap, gak rekomen klo blanja dsini",2
"aplikasi aneh, masa gabisa cekout? setiap mau melakukan pembayaran selalu ada kendala. nanya cs juga ga berguna, gaada solusinya dan lama responnya. saya emg pengguna baru dan bener2 ga rekomended mending beli di aplikasi yang lain aja. udh appnya kurang, pelayanannya juga sangat buruk",1
good,5
mntapppppp,5
"Yeyyy aplikasi toko pedia jangan praktis dan murahh dan bnyak promo "" nyaa jngan lupaa di cobain guyss",5
"tokped..hp q lemot batrenya,,,mb nya turunin ya???bagus untuk jasakirim nya toko ramah semua baik hati..",5
gajelas gabisa co,2
mudah mengoperasikannya bagi lansia seperti saya yang gaptek ini.,5
"saya membeli barang dengan metode pembayaran qris namun tidak terdeteksi aplikasi sedangkan saldo berkurang, sudah saya hubungi pihak tokped bukti transaksi sudah jelas,namun penyelesaian hanya muter muter saja tanpa solusi, semoga jangan ada lagi korban seperti saya",1
beli di mari makin mahallllll,1
Ano suki desu,3
"makin gajelas aja nih olshop 4× order barang dengan pengiriman instant gak ada satupun yg di proses penjual di chat jawabnya ""gabisa proses transaksi lewat tokopedia""",1
saya sangat senang bisa berbelanja di Tokopedia saat menjadi pengguna baru saya mendapatkan banyak promo dan diskon rekomended bgt buat kalian,5
bgus,5
"kebanyakan iklan masuk entah kemana mana, jangan paksakan iklan masuk ke hp yang orang tidak suka",1
min sangat ingin berbelanja dsini...tp daftar n kok sulit...lau lazada SM shopee kan pakai no WA ja...ni pakai email yg zaman 70 an kan ksulit...tolong la dpermudah min,5
ya lumayan bagus,5
"berat banget aplikasinya, disuruh download ini itu terus tapi malah keluar aplikasi. lalu pembelian pertama saya ga direspon-respon sama penjualnya jadi dicancel by system krn kelamaan, kan sayang promonya jadi hangus.",1
"bodoh banget,masa gua mau check out plus nya di ilangin,setelah itu gabisa co lagi,APK GILAK!!!!",1
jelek amat diskonnya,1
belanja memuaskan,5
parah asli nyusahin tiap order selalu gagal no virtual acount hilang ga ada tau kmna di ulang bgitu terus kita mo belanja tiap mo bayar invoice lenyap ga da jekak,1
terimakasih,5
barangnya sesuai deskripsi..,5
good,5
oke,5
mantap,5
Tolong dong di perbaiki lagi .. masa untuk gratis ongkir gak ada sama sekali,3
aplikasi bagus banyak barang menarik tapi tolong seller yang ga niat jualan di kenai penalti atau apa saya pesan barang 2x berturut turut dibatalkan penjualan nya karena tidak di jawab,4
"iklannya ganggu,... masa lagi ngetik WA iklan muncul gangu banget",1
keren,5
mantap,5
jelek amat aplikasinya masa mau beli diskonnya ga bisa kepakai,1
"balik download Tokped Krn ada yang mau di cari, eh kok nih apk malah makin busuk ngalah-ngalahin apk sebelah. Ketik pencarian aja eror, nggak ada sinyal katanya. GK jelas blas, kalau sinyal busuk kenapa gw masih bisa buka apk lain di hp 😁",1
sering error,1
tolong jgn kirim lagi kirim lagi iklan ini sangat mengganggu sekali sungguh sungguh,1
pengiriman cepat dan aman.barang ya ga ada yg mengecewakan,5
baik,5
"diskonnya hilang waktu check out, jadi harga normal.",1
"saya ubah komenan saya, sekarang kok tokopedia udah ngak ngasih gratis ongkir padahal dulu suka gratis ongkir tiap hari.saya kasih bintang lima karna biar kalian semua bisa baca komenan saya.",2
terimakasih barang sesuai,5
mahal banget barang di sini di bandingkan dengan shopee. ongkir nya juga 2x lipat dari shopee. contohnya helm kyt di shope cuman 470rb ongkir 80rb di sini harganya 530rb ongkir 190rb.,1
saya butuh bantuan masalah tokopedia card saya,1
App bagus buat belanja online. banyak promosi dan gratis ongkir,5
"perbaiki bug nya yaampun, login aja dipersulit. kalo mau org lokal pake aplikasi lokal jangan diribetin dongg.",1
harga disini mahal mahal di Shopee oren barang apa aja tersedia dan murah,1
lama kelamaan aplikasi nya berat,3
biar bintang yg bicara,5
"saya pengguna setiap tokped, tp kenapa sejak kemarin malam aplikasinya ketika dibuka langsung menutup sendiri ya? padahal biasanya tidak ada kendala",3
udah mah ngebug trus.. barang ga dikirim kirim.. sekiranya ga niat jualan bubarin aja tokonya.. udah lebih dari batas pengiriman masih ga di kirim di chat toko nya ga ada respon.. baru kali ini kecewa di tokopedia,2
gak bisa COD ini gimana sih!?,3
belanja lebih gampang dan murah,5
iklan aja kalo main sba,1
banyak diskon nya,5
"saldo tokopedia kalau belum 10.000 belum bisa di ambil, sedangkan gabisa digunakan buat ngurangin harga barang, lah itu uang trus gimana? di anggurin aja gitu? kenapa ga di alihkan ke e-wallet aja sih",3
memutuskan secara sepihak padahal yg salah penjual,1
Lancar,5
"Bintang satu jauh lebih baik dari pada tidak sama sekali. nunggu lama malah Pesanan di batalkan. kalau di shopee,lazada memang benar² reel dan memuaskan pelanggannya",1
terimakasih Tokopedia,5
"ga lewat Paylater,jadi saya kasih bintang 1, dan ga akan belanja lagi di sini",1
semangat belanja 🤩,5
gooooodddd,5
"kurirnya pemalas mengantar barang, di daerah bulukumba sulawesi selatan, suka suka mereka, walapun barang udah sampai ga di antar antar ke rumah, mohon kerja samanya dari tokped, tolong di tegur kurienya biar rajin dikit",5
lumayan bagus,3
terimakasih telah membantu,5
Nice,5
oke,5
Puas pakai aplikasi ini,5
"aplikasiny makin hari makin lemot, scroll cari produk berat banget",3
banyak diskon,5
baik puas,5
mantap,5
mantap bagus,5
oke,5
ok,5
puas,5
"Fitur pencariannya ngawor. Searching make keyword, yang gak ada di keyword ikut keluar",2
banyak bag terus kalo salh pencet pembayaran terus mau cari barang lagi mau di batalin kagak bisa gimana sih,1
"mohon penjelasanya, kenapa setelah di update gak bisa buka apl toped ya......",4
Sudah isi saldo iklan gmv max tiba-tiba akun logout tanpa bisa di login kembali. tanpa ada pemberitahuan yg jelas terkait pelanggaran apapun itu dan saldo hangus begitu saja,1
good servis,5
"skrg tdk layak, penuh penipu tanpa tindakan n sgt merugikan konsumen, tinggal tunggu hancurnya sdh",1
Oke bagus sekali,5
"app sering error gangguan ,kasih diskon gajelas.. sampahh.",1
olshop paling rasional,5
aplikasi nya sekarang berat lelet buka nya g kaya dulu cepat,2
nyaman saat berbelanja,4
"sementara ini Tokopedia masih oke bagi saya, belum tahu kedepannya.!!",5
"karna tokopedia selalu ada iklan setiap menit jadi ganggu saya untuk melakukan aktivitas saya di hp, iklan nya selalu muncul saya terganggu",3
simple blanja nya,5
mantap,5
kurir ga jelas!! udah 2 hari kaga di kirim!!,1
"Bagus ini aplikasi tokopedia dridulu nyaman digunakan,buat transaksipun jdi mudah,fitur pengoperasianya jua mudah,semua fitur² nya jua sangat baik,,sukses trus dan update trus nntinya,smoga mnjadi apk berkembang pesat di indonesia ini,,",5
Terbaik,5
bedebest,5
Harus selalu jaga kualitas pelayanan yg prima beserta jaminan mutu barang dagangan dan ketepatan waktu _delivery_.,5
GOOD👍,5
sngat membantu,4
terimakasih,5
sipok,5
niat beli malah promonya ga berlaku. apa akal2an aja buat cari untung,1
"tokopedia bagusz murah, belanja di sini banyak untungnya",5
iya karwna pernyataan bagus kualitas bagus gak ngelek lagi terima kasih melayani kita dengan baik barang barangnya,5
pihak tok ped slalu membenarkan seler dan ga prnh mau tau buyer yg terugikan..,1
"pusing kepala di buatnya label rumah susah di atur, dan lain sebagainya",1
"PERHATIAN,,,,,,,JANGAN SEKALI2 INSTAL TOKOPEDIA INI,,,LBH BAIK PAKAI SHOOPE, AUTO HAPUS PERMANEN,LBH BAIK PAKAI SHOPEE,TOKOPEDIA SEMAKIN LAMA SEMAKIN NGAWUR,,TERUS TINGKATKAN KUALITAS PENGAWURANNYA",1
Toped jangan tutup,5
sangat mengganggu,1
"itu kenapa diskon promo ramadan tidak berlaku ya,kecewaa saya",1
biyasa saja,4
"kenapa sekarang Tokopedia tidak ada gratis ongkirnya yaa saya kecewa, masa harga barang sama ongkir sama aja",1
semoga bermanfaat,2
aplikasi yang fleksibel dan mudah di gunakan,4
coba kalo iklan di aplikasi lain jgn maksa bgt buat nginstal napa,1
"harganya berubah sendiri waktu beli gila bener, untung teliti. gila bener ini aplikasi cari duitnya",1
"setelah sayah instal lagi kok tidak bisa masuk akun,trus harus instal lagi Tokopedia tiktok, kok aneh padahal sayah lagi pesan barang tapi tidak bisa masuk gmna ini",3
IKLAN SANGAT MENGANGGU,1
can di cobaan kalem,5
dg begaya dn wajah cantik baju dn apapun kita pakai pasti cant8k,5
iklan nya ganggu banget,1
gajelas notifnya,1
mantap,5
pulsa termurah tks kaka,5
noifikasi suara di HP ganggu banget woiii gak tau waktu lagi sholat jumat tiba tiba bunyi,1
ini lho yg saya tunggu. semakin banyak barang dengan metode bayar COD. dan banyak promo. semoga kedepanya lebih bagus dari toko sebelah 👍,5
mantap,5
Jangan sampai kalian pinjam uang di aplikasi ini. Telat 1 hari pembayaran. Kalian akan di Ancam oleh DC. DC nya kampungan & Arogan.,1
oke respon cepat,5
"ini gimana ya, sudah 3hari saldo refund saya blm cair ke rekening, status masih diproses terus, udh lapor ke custumer service tanggepannya itu2 aja di ulang2 terus.. tolonglah cepetnya diproses uang saya!!!!",1
"KAGA JELAS BANGET TOKPED INI, NGASIH CASHBACK BONUS TAPI KAGA BISA DIPAKE PISAN... SEKALI PUN BISA DIPAKE DAPET BONUS 125RB BISA KEPAKE CUMA 2REBU PERAKKK KOCAKKK!!! ANEH BIN NYATA",1
"apk nya bagus, banyak promonya.sistem pembayaran juga mudah.",5
bagus,5
respon cepat,4
bagus,5
palsu,1
aplikasi ngelag terus beda sama toko sebelah,1
Tokopedia sangat bermanfaat dalam dunia usaha. dan bisnis.🙏🔥,5
"aplikasi sering logout sendiri, sinyal sudah wifi, hp samsung a7 2018. sehari bisa 6 - 8 kali logout",1
Tokped harus maju diatas orange,5
"Kenapa pas check in kejar ketupat aku ga dapat voucher kaya biasanya?? Aku check in jam 3 pagi ga dapat tulisannya (Vouchernya habis, tapi kamu dapat +640 ketupat) jadi cuma dapat poin ketupat aja ga dapat voucher. Padahal akun teman aku check in di jam 10 pagi masih dapat loh. Akun tokpedku kenapaa beda?? males banget dibeda2in gini. Hubungi CS gaada solusi",1
sangat sangat membantu,5
"pelayanan bagus,stiap ada masalah pengembalian dana mudah dan cepat",5
ok,5
ok,5
apk sering banget eror,2
seru,5
bnyak promo mantap lah pokoknya.. udah gak pernah lagi ke aplikasi lain kalau belanja selalu tokopedia 👍,5
sangat membantu,5
oke mantap,5
Sukak ngelag gak jelas,1
"vc plus tiba2 hilang, padahal saya berbelanja sebagaimana mestinya, jd harga barang tiba2 sangat mahal, kecewa bgt sama apk ini, padahal koin masih banyak, jadi hangus tidak bisa digunakan",1
Oke,5
akun saya di nonaktifkan secara sepihak tanpa keputusan dari saya data dan uang saya trus gimana penyelesaian dari admin cuma sekedar bot yang menjawab mengecewakan ga bakal pakai ni lagi kecewa berat,1
"makin kesini makin kesono... banyak penipu, barang ga dikirim, asuransi ribet,",2
mantap..,5
"Tolong iklan di atur secara detail,, hampir 3 selalu muncul di layar hp",1
"ga bisa pakai gopaylater pdhal ga pernah telat byr tagihan dan udah lama ga dipakai,ga berguna limit besar juga,tdnya ada menu pembayaran tapi tiba tiba ilang begitu saja,bagus jadi tidak perlu belanja disini lagi smpai kapanpun",1
"Parah amat lagnya, bentar² not responding dan ujung²nya ""aplikasi tidak menanggapi"". Padahal hp saya sudah android 15 dan ram 12gb.",1
memuaskan,5
"kenapa sekarang suara notifnya jelek banget, gaenak banget didengerin, bagusan yang lama",1
Tokopedia makin lama makin parah. Biaya layanan makin mencekik. Uang seller ditahan sampe seminggu lebih. Barang di etalase juga sering di takedown tanpa alasan yang jelas. Orang jualan barang Original malah sempat kena moderasi karena laporan penjual barang KW. Pusat bantuan dijawab auto-bot. Bintang 1 !,1
Kenapa tidak bisa di buka,5
ongkirnya gak ngotak. mahalan ongkir dari pada barang,1
ok,5
ok,5
cara praktis dan simpel dlm bertransaksi/pembayaran belanja. 👍,5
Selalu asyik kalo belanja disini pilihan barang lengkap murah & LG ada promo gratis ongkir,5
baik,5
katanya gratis ongkir tapi tetap aja ongkirnya gede 😔🤦🏼‍♀️,3
"belanja di Tokopedia ongkir terlalu mahal, mending belanja di shopee ongkos kirim murah kadang ada gratis ongkir",1
tolong perbaiki banyak bug nya sekarang lemot kalau cari sesuatu harus keluar masuk,3
setiap buka HP selalu muncul iklan ini,1
mantul poko yah,5
mantap,5
ok,5
mantap,5
nice shopping,5
alah iklan ganggu ribet toko pedia ga jelas👎🏻👎🏻👎🏻👎🏻,1
"Barang ori semua, sesuai yang saya harapakan si. Cuma mahal aja dari ongkir tapi sesuai si 🤙",5
"pihak toko pedia hrs lebih respon untuk barang yg di pesan berjln 2 hr tdk ada pengiriman hrsnya bisa di batalkan, bukan nunggu sampai berhari hari. buang buang wkt sj mengapa tidak ada penilain untuk kurir paket harusnya ada biar pihak jasa pengiriman tau mana kurir yg bagus kinerjanya sm yg tdk bagus...",1
ok top,5
"Payah banget, alamat sudah sesuai dan nomor kontak bisa dihubungi tiba-tiba paket mau diretur dengan alasan pembeli menolak paket. Ekspedisi J&T hobi fitnah pembeli. Gak heran Shopee gak mau kerjasama sama mereka.",1
